,name,github_id,dockerhub_id,pypi_id,npm_id,helm_id,brew_id,apt_id,yum_id,maven_id,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,pypi_url,license,pypi_latest_release_published_at,dependent_project_count,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,show,projectrank_placing,gem_id,conda_id,go_id,conda_url,conda_latest_release_published_at,github_dependent_project_count,pkg_id,cran_id,conda_dependent_project_count,github_release_downloads,zypper_id,yarn_id,docs_url,dockerhub,nuget_id,snap_id,dotnet_id,cargo_id,pip_id,gitlab_id
152,rqlite,rqlite/rqlite,rqlite/rqlite,sqlalchemy_rqlite,rqlite-js,,,,,com.rqlite:rqlite-java,data-storage,https://github.com/rqlite/rqlite,https://github.com/rqlite/rqlite,2014-08-23 04:31:18+00:00,2020-01-24 14:34:59+00:00,2020-01-24 14:34:58+00:00,296.0,52.0,216.0,5533,1648.0,2020-01-10 21:42:56+00:00,5.1.0,42.0,"The lightweight, distributed relational database built on SQLite.",17.0,21,,MIT,,,,,537.0,https://www.npmjs.com/package/rqlite-js,2019-07-22 00:32:58.180000+00:00,,138.0,,,,https://hub.docker.com/r/rqlite/rqlite,2020-01-11 01:38:31.018801+00:00,8.0,17362.0,True,3,,,github.com/rqlite/gorqlite,,,,,,,5948.0,,,,,,,,,,
153,SandDance,microsoft/SandDance,,,@msrvida/sanddance,,,,,,data-viz,https://github.com/microsoft/SandDance,https://github.com/microsoft/SandDance,2018-11-05 22:45:31+00:00,2020-01-22 20:25:05+00:00,2020-01-22 20:24:56+00:00,265.0,46.0,44.0,4042,272.0,2020-01-09 06:50:36.628000+00:00,2.1.0,17.0,"Visually explore, understand, and present your data.",8.0,21,,MIT,,6.0,,,390.0,https://www.npmjs.com/package/@msrvida/sanddance,2020-01-09 06:50:36.628000+00:00,6.0,390.0,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,,
154,OpenBLAS,xianyi/OpenBLAS,,,,,openblas,libopenblas-dev,,,accelerators,https://github.com/xianyi/OpenBLAS,https://github.com/xianyi/OpenBLAS,2011-01-24 06:34:44+00:00,2020-01-23 20:50:20+00:00,2020-01-23 20:50:19+00:00,855.0,151.0,1255.0,3123,2459.0,2019-08-11 21:26:51+00:00,0.3.7,22.0,OpenBLAS is an optimized BLAS library based on GotoBLAS2 1.13 BSD version.,162.0,21,,BSD-3-Clause,,,,,19.0,,,,,,,,,,,,True,3,,openblas,,https://anaconda.org/anaconda/openblas,2019-07-18 15:26:36+00:00,,,,,1512.0,,,,,,,,,,
155,Azkaban,azkaban/azkaban,,,,,,,,,job-scheduler,https://github.com/azkaban/azkaban,https://github.com/azkaban/azkaban,2012-10-18 01:34:53+00:00,2020-01-24 19:14:50+00:00,2020-01-21 06:10:12+00:00,1229.0,640.0,362.0,3037,2416.0,2019-12-05 21:08:01+00:00,3.81.0,47.0,Batch workflow job scheduler created at LinkedIn to run Hadoop jobs.,119.0,21,,Apache-2.0,,,,,14.0,,,,,,,,,,,,True,3,,,,,,,,,,955.0,,,,,,,,,,
156,DeepDetect,jolibrain/deepdetect,jolibrain/deepdetect_cpu,,,,,,,,model-deployment,https://github.com/jolibrain/deepdetect,https://github.com/jolibrain/deepdetect,2015-05-22 14:45:28+00:00,2020-01-24 08:05:34+00:00,2020-01-24 08:05:33+00:00,490.0,70.0,296.0,2036,2283.0,2019-12-31 09:00:59+00:00,0.9.5,7.0,"Deep Learning API and Server in C++11 support for Caffe, Caffe2, PyTorch,TensorRT, Dlib, NCNN, Tensorflow, XGBoost and..",25.0,21,,GPL-3.0,,,,,507.0,,,,,,,,https://hub.docker.com/r/jolibrain/deepdetect_cpu,2020-01-23 06:16:30.184876+00:00,,28438.0,True,2,,,,,,,,,,,,,,,,,,,,
157,OmniDB,OmniDB/OmniDB,,,,,,,,,db-gui,https://github.com/OmniDB/OmniDB,https://github.com/OmniDB/OmniDB,2016-04-12 13:12:03+00:00,2020-01-17 13:25:16+00:00,2019-12-05 15:30:40+00:00,243.0,187.0,308.0,1921,1726.0,2019-12-05 19:14:09+00:00,2.17.0,30.0,Web tool for database management.,22.0,21,,MIT,,,,,146.0,,,,,,,,,,,,True,2,,,,,,,,,,6586.0,,,,,,,,,,
158,Oryx 2,OryxProject/oryx,,,,,,,,com.cloudera.oryx:oryx-api,ml-platforms,https://github.com/OryxProject/oryx,https://github.com/OryxProject/oryx,2014-07-25 20:08:44+00:00,2019-11-24 23:11:18+00:00,2019-11-24 23:11:07+00:00,387.0,4.0,201.0,1686,1106.0,2018-11-25 01:45:14+00:00,oryx-2.8.0,24.0,"Oryx 2: Lambda architecture on Apache Spark, Apache Kafka for real-time large scale machine learning.",17.0,21,,Apache-2.0,,32.0,,,234.0,,,,,https://search.maven.org/artifact/com.cloudera.oryx/oryx-api,2018-10-06 18:16:19+00:00,32.0,,,,,True,3,,,,,,,,,,13852.0,,,,,,,,,,
159,Gobblin,apache/incubator-gobblin,,,,,,,,org.apache.gobblin:gobblin-api,data-integration,https://github.com/apache/incubator-gobblin,https://github.com/apache/incubator-gobblin,2014-12-01 18:10:50+00:00,2020-01-24 19:49:19+00:00,2020-01-17 21:16:20+00:00,605.0,39.0,,1679,5370.0,2017-07-20 16:16:12+00:00,gobblin_0.11.0,7.0,"Gobblin is a distributed big data integration framework (ingestion, replication, compliance, retention) for batch and..",144.0,21,,Apache-2.0,,,,,2485.0,,,,,https://search.maven.org/artifact/org.apache.gobblin/gobblin-api,2018-06-20 10:32:05+00:00,,,,,,True,3,,,,,,,,,,121799.0,,,,,,,,,,
160,Doris,apache/incubator-doris,apachedoris/doris-dev,,,,,,,,data-storage,https://github.com/apache/incubator-doris,https://github.com/apache/incubator-doris,2017-08-10 12:13:30+00:00,2020-01-22 08:58:51+00:00,2020-01-21 06:09:08+00:00,416.0,342.0,613.0,1501,1458.0,2019-10-29 07:15:18+00:00,0.11.0-rc01,5.0,MPP-based interactive SQL data warehousing for reporting and analysis.,82.0,21,,Apache-2.0,,,,,53.0,,,,,,,,https://hub.docker.com/r/apachedoris/doris-dev,2020-01-04 13:36:34.719338+00:00,4.0,1550.0,True,3,,,,,,,,,,,,,,,,,,,,
161,s4cmd,bloomreach/s4cmd,,s4cmd,,,,,,,data-integration,https://github.com/bloomreach/s4cmd,https://github.com/bloomreach/s4cmd,2012-11-10 04:09:23+00:00,2019-12-19 09:06:41+00:00,2019-04-03 21:08:10+00:00,157.0,65.0,47.0,963,135.0,2018-08-13 22:59:41+00:00,2.1.0,4.0,Super S3 command line tool.,30.0,21,https://pypi.org/project/s4cmd,Apache-2.0,2018-08-13 22:59:41+00:00,9.0,7.0,10741.0,10741.0,,,,,,,,,,,,True,3,,,,,,2.0,,,,,,,,,,,,,,
162,pgAdmin,postgres/pgadmin4,dpage/pgadmin4,,,,,,,,db-gui,https://github.com/postgres/pgadmin4,https://github.com/postgres/pgadmin4,2017-02-20 11:54:13+00:00,2020-01-24 10:45:54+00:00,2020-01-24 10:43:30+00:00,156.0,10.0,,838,3543.0,,,,Web-based administration tool for the PostgreSQL database.,103.0,21,,PostgreSQL,,,,,842718.0,,,,,,,,https://hub.docker.com/r/dpage/pgadmin4,2020-01-24 01:04:45.099284+00:00,474.0,29495151.0,False,2,,,,,,,,,,,,,,,,,,,,
163,Feast,gojek/feast,,feast,,,,,,,others,https://github.com/gojek/feast,https://github.com/gojek/feast,2018-12-10 07:20:15+00:00,2020-01-23 02:08:19+00:00,2020-01-21 06:53:44+00:00,96.0,36.0,139.0,625,724.0,2020-01-21 06:30:05+00:00,0.4.0,18.0,Feature Store for Machine Learning.,23.0,21,https://pypi.org/project/feast,Apache-2.0,2020-01-08 08:18:29+00:00,4.0,,1982.0,2020.0,,,,,,,,,,,,True,3,,,,,,4.0,,,,342.0,,,,,,,,,,
164,PipelineAI,PipelineAI/pipeline,,cli-pipeline,,,,,,,model-deployment,https://github.com/PipelineAI/pipeline,https://github.com/PipelineAI/pipeline,2015-07-08 03:49:23+00:00,2020-01-12 22:59:51+00:00,2020-01-12 22:59:50+00:00,951.0,1.0,253.0,3925,597.0,2019-04-16 19:58:33+00:00,1.5.315,371.0,PipelineAI Kubeflow Distribution.,13.0,20,https://pypi.org/project/cli-pipeline,Apache-2.0,2019-05-17 04:26:03+00:00,,,2439.0,2439.0,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,,
165,Pentaho Kettle,pentaho/pentaho-kettle,,,,,,,,,data-integration,https://github.com/pentaho/pentaho-kettle,https://github.com/pentaho/pentaho-kettle,2013-10-08 18:27:11+00:00,2020-01-24 19:24:02+00:00,2020-01-24 17:15:56+00:00,2136.0,22.0,,3625,21845.0,2015-01-06 17:07:54+00:00,5.2.0.2-C-185-R,1.0,Pentaho Data Integration ( ETL ) a.k.a Kettle.,352.0,20,,Apache-2.0,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,,
166,Hydrogen,nteract/hydrogen,,,,,,,,,dev-environments,https://github.com/nteract/hydrogen,https://github.com/nteract/hydrogen,2015-05-11 01:16:55+00:00,2020-01-19 18:24:41+00:00,2019-12-14 17:52:21+00:00,259.0,93.0,974.0,3454,2056.0,2019-10-29 03:16:48+00:00,2.13.1,77.0,"Run code interactively, inspect data, and plot. All the power of Jupyter kernels, inside your favorite text editor.",74.0,20,,MIT,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,,
167,Sqlectron,sqlectron/sqlectron-gui,,,,,,,,,db-gui,https://github.com/sqlectron/sqlectron-gui,https://github.com/sqlectron/sqlectron-gui,2015-09-05 12:22:51+00:00,2019-05-07 14:44:44+00:00,2018-10-31 22:29:39+00:00,326.0,103.0,231.0,2921,815.0,2018-09-05 21:11:08+00:00,1.30.0,42.0,UNMAINTAINED - SEE BELOW. A simple and lightweight SQL client desktop with cross database and platform support.,29.0,20,,MIT,,,,,3934.0,,,,,,,,,,,,False,3,,,,,,,,,,196740.0,,,,,,,,,,
168,Blazer,ankane/blazer,,,,,,,,,business-intelligence,https://github.com/ankane/blazer,https://github.com/ankane/blazer,2014-10-01 04:54:55+00:00,2019-12-05 05:57:45+00:00,2019-11-14 03:18:48+00:00,288.0,11.0,149.0,2373,918.0,,,,"Explore your data with SQL. Easily create charts and dashboards, and share them with your team.",42.0,20,,MIT,,238.0,,,,,,,,,,,,,,,True,3,blazer,,,,,238.0,,,,,,,,,,,,,,
169,VoTT,Microsoft/VoTT,,,,,,,,,data-labeling,https://github.com/microsoft/VoTT,https://github.com/microsoft/VoTT,2016-12-29 13:32:23+00:00,2020-01-22 12:13:21+00:00,2019-10-04 23:05:16+00:00,447.0,166.0,222.0,2111,488.0,2019-04-29 22:04:32+00:00,2.1.0,20.0,Visual Object Tagging Tool: An electron app for building end to end Object Detection Models from Images and Videos.,13.0,20,,MIT,,,,,1336.0,,,,,,,,,,,,True,2,,,,,,,,,,45447.0,,,,,,,,,,
170,OpenPAI,Microsoft/pai,,paicli,,,,,,,model-deployment,https://github.com/microsoft/pai,https://github.com/microsoft/pai,2017-09-25 11:24:51+00:00,2020-01-23 06:36:11+00:00,2020-01-21 09:27:54+00:00,361.0,148.0,1290.0,1574,3814.0,2019-07-23 11:13:52+00:00,0.14.0,15.0,Resource scheduling and cluster management for AI.,81.0,20,https://pypi.org/project/paicli,MIT,2019-07-22 08:16:41+00:00,,,135.0,135.0,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,,
171,Gaffer,gchq/Gaffer,,,,,,,,uk.gov.gchq.gaffer:graph,data-storage,https://github.com/gchq/Gaffer,https://github.com/gchq/Gaffer,2015-12-14 12:12:39+00:00,2020-01-24 15:46:19+00:00,2020-01-23 10:15:04+00:00,321.0,89.0,982.0,1566,6674.0,2020-01-15 15:58:07+00:00,gaffer2-1.10.5,90.0,A large-scale entity and relation database supporting aggregation of properties.,40.0,20,,Apache-2.0,,8.0,,,0.0,,,,,https://search.maven.org/artifact/uk.gov.gchq.gaffer/graph,2020-01-06 00:00:00+00:00,8.0,,,,,True,3,,,,,,,,,,26.0,,,,,,,,,,
172,TensorFlow for R,rstudio/tensorflow,,,,,,,,,others,https://github.com/rstudio/tensorflow,https://github.com/rstudio/tensorflow,2016-08-22 15:46:39+00:00,2020-01-19 12:36:30+00:00,2020-01-09 16:15:38+00:00,315.0,14.0,245.0,1177,1304.0,2019-10-02 21:29:49+00:00,2.0.0,3.0,TensorFlow for R.,21.0,20,,Apache-2.0,,,,,0.0,,,,,,,,,,,,True,3,,,,,,,,tensorflow,,8.0,,,,,,,,,,
173,ElectroCRUD,garrylachman/ElectroCRUD,,,,,,,,,db-gui,https://github.com/garrylachman/ElectroCRUD,https://github.com/garrylachman/ElectroCRUD,2016-05-14 02:18:49+00:00,2019-12-18 09:26:46+00:00,2019-12-17 20:56:24+00:00,221.0,8.0,38.0,983,541.0,2019-12-18 09:26:46+00:00,2.5.2,29.0,"Database CRUD Application Built on Electron | MySQL, Postgres.",44.0,20,,MIT,,,,,616.0,,,,,,,,,,,,True,3,,,,,,,,,,27119.0,,,,,,,,,,
174,TensorRT Inference Server,NVIDIA/tensorrt-inference-server,,,,,,,,,model-deployment,https://github.com/NVIDIA/tensorrt-inference-server,https://github.com/NVIDIA/tensorrt-inference-server,2018-10-04 21:10:30+00:00,2020-01-24 19:35:08+00:00,2020-01-24 18:15:08+00:00,194.0,20.0,295.0,963,925.0,2019-12-21 01:24:49+00:00,1.9.0,14.0,The TensorRT Inference Server provides a cloud inferencing solution optimized for NVIDIA GPUs.,23.0,20,,BSD-3-Clause,,,,,822.0,,,,,,,,,,,,True,3,,,,,,,,,,11518.0,,,,,,,,,,
175,Aleph,alephdata/aleph,alephdata/aleph,,,,,,,,others,https://github.com/alephdata/aleph,https://github.com/alephdata/aleph,2014-08-27 20:21:51+00:00,2020-01-24 12:30:29+00:00,2020-01-19 19:27:24+00:00,139.0,34.0,437.0,961,6454.0,2018-05-29 05:27:35+00:00,2.1.0,3.0,Search and browse documents and data; find the people and companies you look for.,39.0,20,,MIT,,,,,3426.0,,,,,,,,https://hub.docker.com/r/alephdata/aleph,2020-01-23 18:28:25.517899+00:00,1.0,222693.0,True,3,,,,,,,,,,,,,,,,,,,,
176,BentoML,bentoml/bentoml,bentoml/bento_api_server,bentoml,,,,,,,model-deployment,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,2019-04-02 01:39:27+00:00,2020-01-24 20:54:07+00:00,2020-01-23 09:14:36+00:00,88.0,5.0,63.0,768,452.0,2020-01-23 09:30:59+00:00,0.6.0,39.0,Model Serving made easy.,13.0,20,https://pypi.org/project/bentoml,Apache-2.0,2020-01-23 09:16:26+00:00,11.0,4.0,1000.0,1010.0,,,,,,,,https://hub.docker.com/r/bentoml/bento_api_server,,,,True,3,,,,,,7.0,,,,96.0,,,,,,,,,,
177,Katib,kubeflow/katib,katib/metrics-collector,,,,,,,,others,https://github.com/kubeflow/katib,https://github.com/kubeflow/katib,2018-04-03 17:07:12+00:00,2020-01-24 02:58:33+00:00,2020-01-24 02:58:31+00:00,160.0,74.0,338.0,620,556.0,,,4.0,Repository for hyperparameter tuning.,45.0,20,,Apache-2.0,,,,,31229.0,,,,,,,,https://hub.docker.com/r/katib/metrics-collector,2019-05-08 08:22:38.446811+00:00,,655743.0,True,3,,,,,,,,,,95.0,,,,,,,,,,
178,Robo 3T,Studio3T/robomongo,,,,,,,,,db-gui,https://github.com/Studio3T/robomongo,https://github.com/Studio3T/robomongo,2012-11-07 13:53:49+00:00,2019-09-09 15:41:28+00:00,2019-04-12 14:12:22+00:00,660.0,653.0,884.0,7815,2298.0,2019-04-04 06:30:19+00:00,1.3.1,16.0,Native cross-platform MongoDB management tool.,39.0,19,,GPL-3.0,,,,,703.0,,,,,,,,,,,,True,3,,,,,,,,,,40805.0,,,,,,,,,,
179,Deepo,ufoym/deepo,ufoym/deepo,,,,,,,,dev-environments,https://github.com/ufoym/deepo,https://github.com/ufoym/deepo,2017-10-27 11:41:49+00:00,2020-01-06 10:51:58.868816+00:00,2020-01-06 10:07:27+00:00,637.0,12.0,90.0,5450,104.0,2017-11-27 15:04:59+00:00,2.0.0,2.0,Set up deep learning environment in a single command line.,10.0,19,,MIT,,,,,5396.0,,,,,,,,https://hub.docker.com/r/ufoym/deepo,2020-01-06 10:51:58.868816+00:00,147.0,145708.0,True,3,,,,,,,,,,,,,,,,,,,,
180,TensorSpace.js,tensorspace-team/tensorspace,,,tensorspace,,,,,,model-viz,https://github.com/tensorspace-team/tensorspace,https://github.com/tensorspace-team/tensorspace,2018-07-22 14:14:29+00:00,2020-01-05 21:33:45+00:00,2019-04-21 02:49:48+00:00,358.0,25.0,174.0,4090,687.0,2019-04-20 06:29:01+00:00,0.6,11.0,"Neural network 3D visualization framework, build interactive and intuitive model in browsers, support pre-trained deep..",10.0,19,,Apache-2.0,,11.0,,,136.0,https://www.npmjs.com/package/tensorspace,2019-04-02 06:19:50.686000+00:00,1.0,136.0,,,,,,,,True,2,,,,,,10.0,,,,,,tensorspace,,,,,,,,
181,EdgeDB,edgedb/edgedb,edgedb/edgedb,edgedb,,,,,,,data-storage,https://github.com/edgedb/edgedb,https://github.com/edgedb/edgedb,2017-06-29 20:30:48+00:00,2020-01-24 02:27:20.948163+00:00,2020-01-23 22:20:24+00:00,79.0,99.0,288.0,3473,4631.0,2019-04-12 06:31:17+00:00,1.0a1,11.0,The next generation relational database.,18.0,19,https://pypi.org/project/edgedb,Apache-2.0,2020-01-11 23:47:27+00:00,,,2906.0,3048.0,,,,,,,,https://hub.docker.com/r/edgedb/edgedb,2020-01-24 02:27:20.948163+00:00,2.0,4422.0,True,3,,,,,,,,,,,,,,,,,,,,
182,CVAT,opencv/cvat,,,,,,,,,data-labeling,https://github.com/opencv/cvat,https://github.com/opencv/cvat,2018-06-29 14:02:45+00:00,2020-01-24 19:43:25+00:00,2020-01-24 19:43:23+00:00,710.0,147.0,409.0,3053,324.0,2019-12-16 15:40:48+00:00,0.5.2,6.0,Powerful and efficient Computer Vision Annotation Tool (CVAT).,53.0,19,,MIT,,,,,,,,,,,,,,,,,True,2,,,,,,,,,,,,,,,,,,,,
183,Nebula,vesoft-inc/nebula,vesoft/nebula-graph,,,,,,,,data-storage,https://github.com/vesoft-inc/nebula,https://github.com/vesoft-inc/nebula,2018-08-28 14:25:09+00:00,2020-01-24 18:31:45.796687+00:00,2020-01-21 07:11:48+00:00,305.0,216.0,446.0,2298,906.0,,,4.0,"A distributed, fast open-source graph database featuring horizontal scalability and high availability.",40.0,19,,Apache-2.0,,,,,179.0,,,,,,,,https://hub.docker.com/r/vesoft/nebula-graph,2020-01-24 18:31:45.796687+00:00,3.0,2196.0,True,3,,,,,,,,,,403.0,,,,,,,,,,
184,Label Studio,heartexlabs/label-studio,heartexlabs/label-studio,label-studio,label-studio,,,,,,data-labeling,https://github.com/heartexlabs/label-studio,https://github.com/heartexlabs/label-studio,2019-06-19 02:00:44+00:00,2020-01-23 21:14:15.006596+00:00,2020-01-23 20:29:33+00:00,134.0,20.0,40.0,2228,171.0,2020-01-22 10:32:37+00:00,0.4.4,16.0,Label Studio is a multi-type data labeling and annotation tool with standardized output format.,12.0,19,https://pypi.org/project/label-studio,Apache-2.0,2020-01-23 20:32:17+00:00,1.0,,634.0,928.0,https://www.npmjs.com/package/label-studio,2020-01-10 02:13:52.811000+00:00,,251.0,,,,https://hub.docker.com/r/heartexlabs/label-studio,2020-01-23 21:14:15.006596+00:00,,301.0,True,2,,,,,,1.0,,,,3.0,,,,,,,,,,
185,Delta Lake,delta-io/delta,,,,,,,,io.delta:delta-core_2.11,data-integration,https://github.com/delta-io/delta,https://github.com/delta-io/delta,2019-04-22 18:56:51+00:00,2020-01-23 16:17:38+00:00,2020-01-21 22:49:49+00:00,416.0,85.0,101.0,2098,263.0,2019-12-13 02:08:33+00:00,0.5.0,4.0,"An open-source storage layer that brings scalable, ACID transactions to Apache Spark and big data workloads.",55.0,19,,Apache-2.0,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,,
186,Poli,shzlw/poli,zhonglu/poli,,,,,,,,business-intelligence,https://github.com/shzlw/poli,https://github.com/shzlw/poli,2018-11-27 03:56:44+00:00,2020-01-11 01:29:06+00:00,2020-01-11 01:29:02+00:00,223.0,12.0,36.0,1550,209.0,2019-12-11 20:14:16+00:00,0.11.0,11.0,An easy-to-use BI server built for SQL lovers. Power data analysis in SQL and gain faster business insights.,2.0,19,,MIT,,,,,495.0,,,,,,,,https://hub.docker.com/r/zhonglu/poli,2019-12-11 20:22:06.382893+00:00,,570.0,True,3,,,,,,,,,,3641.0,,,https://shzlw.github.io/poli/,,,,,,,
187,Ofelia,mcuadros/ofelia,mcuadros/ofelia,,,,,,,,job-scheduler,https://github.com/mcuadros/ofelia,https://github.com/mcuadros/ofelia,2015-09-29 09:02:06+00:00,2020-01-06 05:36:24.598464+00:00,2020-01-06 05:31:47+00:00,87.0,43.0,26.0,1184,82.0,2016-12-19 21:22:46+00:00,0.2.2,8.0,A docker job scheduler (aka. crontab for docker).,16.0,19,,MIT,,,,,51794.0,,,,,,,,https://hub.docker.com/r/mcuadros/ofelia,2020-01-06 05:36:24.598464+00:00,15.0,2684946.0,True,3,,,,,,,,,,8418.0,,,,,,,,,,
188,Clipper,ucbrise/clipper,clipper/management_frontend,clipper-admin,,,,,,,model-deployment,https://github.com/ucbrise/clipper,https://github.com/ucbrise/clipper,2016-10-27 17:30:27+00:00,2020-01-23 15:59:59.235969+00:00,2019-07-09 00:41:10+00:00,239.0,107.0,265.0,1127,1.0,2019-06-07 03:01:20+00:00,0.4.1,12.0,A low-latency prediction-serving system.,36.0,19,https://pypi.org/project/clipper-admin,Apache-2.0,2019-06-07 03:01:20+00:00,,,339.0,29887.0,,,,,,,,https://hub.docker.com/r/clipper/management_frontend,2020-01-23 15:59:59.235969+00:00,,1152391.0,True,3,,,,,,,,,,,,,,,,,,,,
189,Facette,facette/facette,,,,,,,,,data-viz,https://github.com/facette/facette,https://github.com/facette/facette,2011-08-04 16:28:07+00:00,2019-11-20 17:41:03+00:00,2019-11-20 17:40:54+00:00,76.0,35.0,311.0,1086,1428.0,2019-08-10 09:44:58+00:00,0.5.1,17.0,Time series data visualization software.,30.0,19,,BSD-3-Clause,,,,,89.0,,,,,,,,,,,,True,3,,,,,,,,,,5881.0,,,,,,,,,,
190,ONNX.js,microsoft/onnxjs,,,onnxjs,,,,,,model-deployment,https://github.com/microsoft/onnxjs,https://github.com/microsoft/onnxjs,2018-09-13 23:11:53+00:00,2019-12-25 17:11:23+00:00,2019-06-01 01:16:36+00:00,68.0,23.0,34.0,983,93.0,2019-06-01 01:24:18.776000+00:00,0.1.7,8.0,ONNX.js: run ONNX models using JavaScript.,10.0,19,,MIT,,63.0,,,382.0,https://www.npmjs.com/package/onnxjs,2019-06-01 01:24:18.776000+00:00,10.0,382.0,,,,,,,,True,3,,,,,,53.0,,,,,,,,,,,,,,
191,Voyager 2,vega/voyager,,,datavoyager,,,,,,data-viz,https://github.com/vega/voyager,https://github.com/vega/voyager,2015-01-18 17:28:01+00:00,2019-06-19 22:27:19+00:00,2019-05-18 20:17:43+00:00,109.0,83.0,369.0,917,1383.0,2018-07-12 17:11:52+00:00,2.0.0-alpha.24,24.0,Visualization Tool for Data Exploration.,16.0,19,,BSD-3-Clause,,36.0,,,246.0,https://www.npmjs.com/package/datavoyager,2018-07-06 16:11:59.101000+00:00,12.0,246.0,,,,,,,,True,3,,,,,,24.0,,,,,,datavoyager,,,,,,,,
192,Mongoku,huggingface/Mongoku,huggingface/mongoku,,mongoku,,,,,,db-gui,https://github.com/huggingface/Mongoku,https://github.com/huggingface/Mongoku,2018-02-10 13:04:11+00:00,2020-01-10 15:58:24+00:00,2020-01-10 15:58:23+00:00,40.0,12.0,17.0,811,120.0,2019-07-31 20:26:27+00:00,1.3.0,9.0,The Web-scale GUI for MongoDB.,7.0,19,,MIT,,3.0,,,9604.0,https://www.npmjs.com/package/mongoku,2019-07-31 20:25:45.924000+00:00,,265.0,,,,https://hub.docker.com/r/huggingface/mongoku,2019-07-31 20:29:04.822358+00:00,1.0,214815.0,True,3,,,,,,3.0,,,,,,,,,,,,,,
193,Gearpump,gearpump/gearpump,,,,,,,,io.github.gearpump:gearpump-core,data-processing,https://github.com/gearpump/gearpump,https://github.com/gearpump/gearpump,2014-07-23 08:55:26+00:00,2020-01-17 18:21:41+00:00,2019-12-01 14:06:12+00:00,154.0,75.0,992.0,727,2297.0,2019-02-12 23:31:01+00:00,0.9.0,35.0,Lightweight real-time big data streaming engine over Akka.,39.0,19,,Apache-2.0,,,,,60.0,,,,,,,,,,,,True,3,,,,,,,,,,3737.0,,,,,,,,,,
194,Simple TensorFlow Serving,tobegit3hub/simple_tensorflow_serving,tobegit3hub/simple_tensorflow_serving,simple_tensorflow_serving,,,,,,,model-deployment,https://github.com/tobegit3hub/simple_tensorflow_serving,https://github.com/tobegit3hub/simple_tensorflow_serving,2018-01-23 06:21:02+00:00,2019-11-11 10:58:49.034058+00:00,2019-11-11 09:48:37+00:00,162.0,32.0,33.0,645,256.0,2019-09-23 08:08:16+00:00,0.8.0,33.0,Generic and easy-to-use serving service for machine learning models.,8.0,19,https://pypi.org/project/simple_tensorflow_serving,Apache-2.0,2019-09-23 08:08:16+00:00,,,122.0,277.0,,,,,,,,https://hub.docker.com/r/tobegit3hub/simple_tensorflow_serving,2019-11-11 10:58:49.034058+00:00,1.0,3742.0,True,3,,,,,,,,,,,,,,,,,,,,
195,Flyte,lyft/flyte,lyft/flyteadmin,flytekit,,,,,,,ml-platforms,https://github.com/lyft/flyte,https://github.com/lyft/flyte,2019-10-21 17:40:04+00:00,2020-01-23 18:50:44+00:00,2020-01-23 18:50:43+00:00,43.0,110.0,16.0,645,31.0,2019-12-30 23:48:43+00:00,0.4.4,16.0,"develop, execute, and monitor distributed workflows reliably at scale.",15.0,19,https://pypi.org/project/flytekit,Apache-2.0,2019-12-30 23:48:43+00:00,4.0,4.0,32547.0,34936.0,,,,,,,,https://hub.docker.com/r/lyft/flyteadmin,2019-12-09 18:04:02.147655+00:00,,7169.0,True,3,,,,,,,,,,,,,,,,,,,,
196,ParaView,Kitware/ParaView,,,,,,,,,data-viz,https://github.com/Kitware/ParaView,https://github.com/Kitware/ParaView,2010-04-30 14:15:24+00:00,2020-01-24 20:23:26+00:00,2020-01-24 20:18:39+00:00,255.0,5.0,,577,72760.0,,,,VTK-based Data Analysis and Visualization Application.,266.0,19,,BSD-3-Clause,,,,,,,,,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,,
197,TileDB-Inc/TileDB,TileDB-Inc/TileDB,tiledb/tiledb,,,,tiledb-inc/stable/tiledb,,,,data-storage,https://github.com/TileDB-Inc/TileDB,https://github.com/TileDB-Inc/TileDB,2017-03-31 23:44:23+00:00,2020-01-24 14:47:49+00:00,2020-01-22 18:01:32+00:00,72.0,100.0,521.0,572,2038.0,2020-01-20 15:31:37+00:00,1.7.4,24.0,The Fastest Array Storage Engine.,27.0,19,,MIT,,,,,26.0,,,,,,,,https://hub.docker.com/r/tiledb/tiledb,2019-10-09 20:45:20.469474+00:00,,522.0,True,3,,conda-forge/tiledb,github.com/TileDB-Inc/TileDB-Go,https://anaconda.org/conda-forge/tiledb,,,,,,382.0,,,,,,,,,tiledb,
